# Iteration	Res_rho	Res_rhou	Res_rhov	Res_rhoE
1.950000e+02	1.972831e-02	9.977016e-03	9.686124e-03	1.258132e-02
1.960000e+02	1.921919e-02	8.766311e-03	9.621891e-03	1.159175e-02
1.970000e+02	1.875621e-02	7.633452e-03	9.546280e-03	1.066365e-02
1.980000e+02	1.833816e-02	6.574142e-03	9.465119e-03	9.793613e-03
1.990000e+02	1.796269e-02	5.581958e-03	9.381126e-03	8.976501e-03
2.000000e+02	1.762722e-02	4.650300e-03	9.293874e-03	8.207003e-03
2.010000e+02	1.732967e-02	3.902586e-03	9.251133e-03	7.480809e-03
2.020000e+02	1.706883e-02	3.888535e-03	9.257553e-03	6.795341e-03
2.030000e+02	1.684456e-02	3.985641e-03	9.238390e-03	6.149942e-03
2.040000e+02	1.665747e-02	4.090675e-03	9.205866e-03	5.545519e-03
2.050000e+02	1.650845e-02	4.186436e-03	9.158195e-03	4.983686e-03
2.060000e+02	1.639797e-02	4.260140e-03	8.916168e-03	4.465579e-03
2.070000e+02	1.632526e-02	4.332951e-03	8.823812e-03	3.990648e-03
2.080000e+02	1.628791e-02	4.411215e-03	8.717228e-03	3.555749e-03
2.090000e+02	1.628165e-02	4.403813e-03	8.611687e-03	3.154851e-03
2.100000e+02	1.630081e-02	4.480163e-03	8.523307e-03	2.779516e-03
2.110000e+02	1.633914e-02	4.649443e-03	8.477246e-03	2.497112e-03
2.120000e+02	1.639098e-02	4.609767e-03	8.429898e-03	2.341163e-03
2.130000e+02	1.645252e-02	4.811664e-03	8.388058e-03	2.385160e-03
2.140000e+02	1.652266e-02	4.828711e-03	8.410164e-03	2.440551e-03
2.150000e+02	1.660355e-02	4.871028e-03	8.392781e-03	2.488867e-03
2.160000e+02	1.670034e-02	5.046260e-03	8.368648e-03	2.726095e-03
2.170000e+02	1.682040e-02	5.041977e-03	8.317096e-03	2.964838e-03
2.180000e+02	1.697214e-02	5.134029e-03	8.269086e-03	3.161421e-03
2.190000e+02	1.716360e-02	4.974250e-03	8.157457e-03	3.282648e-03
2.200000e+02	1.740127e-02	4.959212e-03	8.014657e-03	3.375771e-03
2.210000e+02	1.768925e-02	4.943906e-03	8.043540e-03	3.424948e-03
2.220000e+02	1.802901e-02	4.901247e-03	8.045725e-03	3.395711e-03
2.230000e+02	1.841976e-02	5.045426e-03	8.011816e-03	3.312798e-03
2.240000e+02	1.885919e-02	4.890513e-03	7.723643e-03	3.306843e-03
2.250000e+02	1.934454e-02	4.602717e-03	7.655658e-03	3.214414e-03
2.260000e+02	1.987361e-02	4.221948e-03	7.478811e-03	2.961763e-03
2.270000e+02	2.044558e-02	3.859495e-03	7.504750e-03	2.578528e-03
2.280000e+02	2.106146e-02	3.598340e-03	7.493371e-03	2.518216e-03
2.290000e+02	2.172403e-02	3.483781e-03	7.481840e-03	2.419755e-03
2.300000e+02	2.243742e-02	3.403011e-03	7.474854e-03	2.265717e-03
2.310000e+02	2.320641e-02	3.362528e-03	7.415519e-03	2.150539e-03
2.320000e+02	2.403554e-02	3.322954e-03	7.358173e-03	2.008910e-03
2.330000e+02	2.492832e-02	3.266120e-03	7.257478e-03	1.886060e-03
2.340000e+02	2.588662e-02	3.326990e-03	7.163657e-03	1.756392e-03
2.350000e+02	2.691044e-02	3.410502e-03	7.023483e-03	1.633546e-03
2.360000e+02	2.799805e-02	3.498309e-03	6.985182e-03	1.877777e-03
2.370000e+02	2.914644e-02	3.842660e-03	6.959112e-03	2.417560e-03
2.380000e+02	3.035202e-02	5.072256e-03	6.930832e-03	2.996377e-03
2.390000e+02	3.161139e-02	6.377629e-03	6.898601e-03	3.608542e-03
2.400000e+02	3.292206e-02	7.754723e-03	6.860482e-03	4.249687e-03
2.410000e+02	3.428287e-02	9.201626e-03	6.815082e-03	4.917432e-03
2.420000e+02	3.569412e-02	1.071885e-02	6.764784e-03	5.611631e-03
2.430000e+02	3.715742e-02	1.230912e-02	6.723139e-03	6.334202e-03
2.440000e+02	3.867524e-02	1.397668e-02	6.748185e-03	7.088552e-03
2.450000e+02	4.025026e-02	1.572634e-02	6.761235e-03	7.878734e-03
2.460000e+02	4.188469e-02	1.756232e-02	6.757522e-03	8.708525e-03
2.470000e+02	4.357966e-02	1.948731e-02	6.757059e-03	9.580626e-03
