# Iteration	Res_rho	Res_rhou	Res_rhov	Res_rhoE
2.880000e+02	1.382883e-03	1.878504e-03	2.069809e-03	1.115683e-03
2.890000e+02	1.373515e-03	1.872444e-03	2.047467e-03	1.107166e-03
2.900000e+02	1.357165e-03	1.862143e-03	2.016382e-03	1.093543e-03
2.910000e+02	1.348373e-03	1.851008e-03	1.998019e-03	1.084616e-03
2.920000e+02	1.347310e-03	1.837457e-03	1.988081e-03	1.082855e-03
2.930000e+02	1.338961e-03	1.820127e-03	1.969712e-03	1.076720e-03
2.940000e+02	1.337172e-03	1.798713e-03	1.942831e-03	1.075154e-03
2.950000e+02	1.329110e-03	1.768485e-03	1.915533e-03	1.067834e-03
2.960000e+02	1.322008e-03	1.757132e-03	1.907357e-03	1.063185e-03
2.970000e+02	1.313074e-03	1.755202e-03	1.893597e-03	1.055152e-03
2.980000e+02	1.301479e-03	1.747769e-03	1.873654e-03	1.046668e-03
2.990000e+02	1.290572e-03	1.739770e-03	1.845830e-03	1.037073e-03
3.000000e+02	1.275361e-03	1.730391e-03	1.829010e-03	1.024900e-03
3.010000e+02	1.274114e-03	1.717530e-03	1.819672e-03	1.021770e-03
3.020000e+02	1.270749e-03	1.702160e-03	1.802990e-03	1.018273e-03
3.030000e+02	1.263943e-03	1.684185e-03	1.778757e-03	1.014071e-03
3.040000e+02	1.260985e-03	1.660569e-03	1.754646e-03	1.010855e-03
3.050000e+02	1.251567e-03	1.645093e-03	1.746573e-03	1.003077e-03
3.060000e+02	1.246226e-03	1.640797e-03	1.733841e-03	9.992355e-04
3.070000e+02	1.236182e-03	1.634172e-03	1.716524e-03	9.904537e-04
3.080000e+02	1.226117e-03	1.628204e-03	1.692159e-03	9.831198e-04
3.090000e+02	1.214476e-03	1.618539e-03	1.674947e-03	9.730835e-04
3.100000e+02	1.203670e-03	1.607887e-03	1.666730e-03	9.626974e-04
3.110000e+02	1.204370e-03	1.595508e-03	1.652034e-03	9.630692e-04
3.120000e+02	1.199553e-03	1.580026e-03	1.630841e-03	9.585147e-04
3.130000e+02	1.194554e-03	1.561104e-03	1.607715e-03	9.556449e-04
3.140000e+02	1.190257e-03	1.540729e-03	1.600317e-03	9.514682e-04
3.150000e+02	1.180788e-03	1.533996e-03	1.588631e-03	9.448576e-04
3.160000e+02	1.175951e-03	1.531582e-03	1.574022e-03	9.402337e-04
3.170000e+02	1.165438e-03	1.524173e-03	1.590155e-03	9.311980e-04
3.180000e+02	1.156501e-03	1.517035e-03	1.608436e-03	9.247041e-04
3.190000e+02	1.144689e-03	1.508169e-03	1.626201e-03	9.146559e-04
3.200000e+02	1.139217e-03	1.496478e-03	1.643402e-03	9.092290e-04
3.210000e+02	1.139279e-03	1.483029e-03	1.659966e-03	9.085645e-04
3.220000e+02	1.133650e-03	1.467719e-03	1.675808e-03	9.034522e-04
3.230000e+02	1.129784e-03	1.447485e-03	1.690843e-03	9.013872e-04
3.240000e+02	1.124775e-03	1.440305e-03	1.705001e-03	8.967362e-04
3.250000e+02	1.116400e-03	1.435305e-03	1.718239e-03	8.909247e-04
3.260000e+02	1.111020e-03	1.430046e-03	1.730540e-03	8.859699e-04
3.270000e+02	1.100513e-03	1.423857e-03	1.741910e-03	8.770721e-04
3.280000e+02	1.092358e-03	1.414547e-03	1.752369e-03	8.711155e-04
3.290000e+02	1.083683e-03	1.406217e-03	1.761936e-03	8.615083e-04
3.300000e+02	1.079418e-03	1.394926e-03	1.770626e-03	8.592653e-04
3.310000e+02	1.078650e-03	1.381345e-03	1.778441e-03	8.580137e-04
3.320000e+02	1.072666e-03	1.365408e-03	1.785377e-03	8.526994e-04
3.330000e+02	1.069501e-03	1.351833e-03	1.791430e-03	8.511078e-04
3.340000e+02	1.064215e-03	1.347110e-03	1.796601e-03	8.463197e-04
3.350000e+02	1.056567e-03	1.343376e-03	1.800906e-03	8.410223e-04
3.360000e+02	1.051063e-03	1.336046e-03	1.804371e-03	8.360541e-04
3.370000e+02	1.040899e-03	1.330785e-03	1.807027e-03	8.276902e-04
3.380000e+02	1.033214e-03	1.322175e-03	1.808894e-03	8.218967e-04
3.390000e+02	1.027066e-03	1.312284e-03	1.809979e-03	8.145322e-04
3.400000e+02	1.023461e-03	1.301617e-03	1.810255e-03	8.127298e-04
3.410000e+02	1.022281e-03	1.288464e-03	1.809669e-03	8.112133e-04
3.420000e+02	1.016303e-03	1.272666e-03	1.808134e-03	8.059699e-04
3.430000e+02	1.013442e-03	1.267192e-03	1.805550e-03	8.045503e-04
3.440000e+02	1.020254e-03	1.260797e-03	1.801814e-03	7.998848e-04
