# Iteration	Res_rho	Res_rhou	Res_rhov	Res_rhoE
2.660000e+02	1.904610e-03	2.667474e-03	2.658208e-03	1.545318e-03
2.670000e+02	1.897802e-03	2.622088e-03	2.648487e-03	1.538398e-03
2.680000e+02	1.882182e-03	2.585899e-03	2.629724e-03	1.527378e-03
2.690000e+02	1.872124e-03	2.577890e-03	2.598576e-03	1.517812e-03
2.700000e+02	1.851653e-03	2.573856e-03	2.556119e-03	1.502204e-03
2.710000e+02	1.836438e-03	2.563589e-03	2.537603e-03	1.488790e-03
2.720000e+02	1.815632e-03	2.548598e-03	2.522330e-03	1.467994e-03
2.730000e+02	1.806552e-03	2.532788e-03	2.498831e-03	1.461284e-03
2.740000e+02	1.806428e-03	2.511005e-03	2.463516e-03	1.459877e-03
2.750000e+02	1.795768e-03	2.482314e-03	2.431635e-03	1.450094e-03
2.760000e+02	1.790667e-03	2.444280e-03	2.419963e-03	1.447708e-03
2.770000e+02	1.779038e-03	2.407103e-03	2.399224e-03	1.437096e-03
2.780000e+02	1.767551e-03	2.401101e-03	2.368412e-03	1.429250e-03
2.790000e+02	1.753405e-03	2.396570e-03	2.329508e-03	1.416611e-03
2.800000e+02	1.736052e-03	2.385656e-03	2.320446e-03	1.403701e-03
2.810000e+02	1.717917e-03	2.374316e-03	2.303588e-03	1.387890e-03
2.820000e+02	1.707752e-03	2.359627e-03	2.280222e-03	1.374787e-03
2.830000e+02	1.703964e-03	2.339686e-03	2.246437e-03	1.373654e-03
2.840000e+02	1.699049e-03	2.314226e-03	2.223795e-03	1.368551e-03
2.850000e+02	1.689139e-03	2.281719e-03	2.211682e-03	1.362265e-03
2.860000e+02	1.683500e-03	2.242508e-03	2.190741e-03	1.356536e-03
2.870000e+02	1.668842e-03	2.240353e-03	2.162592e-03	1.345872e-03
2.880000e+02	1.660534e-03	2.233682e-03	2.132836e-03	1.338254e-03
2.890000e+02	1.643870e-03	2.224416e-03	2.121834e-03	1.323809e-03
2.900000e+02	1.629093e-03	2.215232e-03	2.105434e-03	1.312859e-03
2.910000e+02	1.616079e-03	2.200973e-03	2.083135e-03	1.297905e-03
2.920000e+02	1.606966e-03	2.182846e-03	2.051649e-03	1.292001e-03
2.930000e+02	1.607098e-03	2.162572e-03	2.034130e-03	1.291459e-03
2.940000e+02	1.599022e-03	2.135961e-03	2.022561e-03	1.283971e-03
2.950000e+02	1.592372e-03	2.097577e-03	2.002132e-03	1.280133e-03
2.960000e+02	1.583861e-03	2.092089e-03	1.977470e-03	1.272260e-03
2.970000e+02	1.571665e-03	2.083384e-03	1.953115e-03	1.263721e-03
2.980000e+02	1.561327e-03	2.078808e-03	1.941110e-03	1.254379e-03
2.990000e+02	1.544094e-03	2.068758e-03	1.926064e-03	1.241497e-03
3.000000e+02	1.530666e-03	2.055823e-03	1.905440e-03	1.229720e-03
3.010000e+02	1.524747e-03	2.042203e-03	1.876675e-03	1.220926e-03
3.020000e+02	1.518501e-03	2.023797e-03	1.862667e-03	1.217619e-03
3.030000e+02	1.516306e-03	2.000631e-03	1.850997e-03	1.214866e-03
3.040000e+02	1.506272e-03	1.970899e-03	1.831716e-03	1.206866e-03
3.050000e+02	1.501976e-03	1.954482e-03	1.810446e-03	1.203853e-03
3.060000e+02	1.491762e-03	1.950189e-03	1.789226e-03	1.194770e-03
3.070000e+02	1.481624e-03	1.943818e-03	1.776817e-03	1.187762e-03
3.080000e+02	1.469956e-03	1.933880e-03	1.763334e-03	1.177525e-03
3.090000e+02	1.454583e-03	1.925278e-03	1.744769e-03	1.166053e-03
3.100000e+02	1.444997e-03	1.912052e-03	1.718955e-03	1.154648e-03
3.110000e+02	1.439639e-03	1.895479e-03	1.706249e-03	1.149547e-03
3.120000e+02	1.435850e-03	1.877162e-03	1.695180e-03	1.148050e-03
3.130000e+02	1.431746e-03	1.853584e-03	1.677692e-03	1.143892e-03
3.140000e+02	1.422087e-03	1.828430e-03	1.659336e-03	1.137528e-03
3.150000e+02	1.417925e-03	1.826428e-03	1.639526e-03	1.133291e-03
3.160000e+02	1.406801e-03	1.817783e-03	1.627423e-03	1.123626e-03
3.170000e+02	1.398171e-03	1.813124e-03	1.615479e-03	1.117716e-03
3.180000e+02	1.385917e-03	1.803474e-03	1.599150e-03	1.107156e-03
3.190000e+02	1.371997e-03	1.792088e-03	1.576362e-03	1.096782e-03
3.200000e+02	1.367267e-03	1.779606e-03	1.563382e-03	1.089611e-03
3.210000e+02	1.360736e-03	1.763195e-03	1.553387e-03	1.083677e-03
3.220000e+02	1.358540e-03	1.743002e-03	1.554509e-03	1.083315e-03
3.230000e+02	1.353331e-03	1.717503e-03	1.569487e-03	1.078382e-03
3.240000e+02	1.345150e-03	1.710246e-03	1.584059e-03	1.073087e-03
3.250000e+02	1.340052e-03	1.706720e-03	1.598093e-03	1.068214e-03
3.260000e+02	1.328647e-03	1.699957e-03	1.611431e-03	1.058975e-03
